Brand,ModelNumber,Price_YourData,Price_TimeZ,CaseDiameter_YourData,CaseDiameter_TimeZ,CaseMaterial_YourData,CaseMaterial_TimeZ,CaseMaterial_YourData_Std,CaseMaterial_TimeZ_Std,Price_Match,CaseDiameter_Match,CaseMaterial_Match
Vacheron Constantin,4115U/000R-B907,36500.0,36500.0,36.5,36.5,18K Pink Gold,Rose Gold,other,other,True,True,True
Vacheron Constantin,1100S/000G-B734,33400.0,33400.0,36.5,36.5,White Gold,White Gold,other,other,True,True,True
Vacheron Constantin,85180/000G-9230,31800.0,31800.0,40.0,40.0,White Gold,White Gold,other,other,True,True,True
Vacheron Constantin,82035/000G-B735,40400.0,40400.0,4040.0,40.0,White Gold,White Gold,other,other,True,False,True
Vacheron Constantin,4115U/000G-B908,36500.0,36500.0,36.5,36.5,White Gold,White Gold,other,other,True,True,True
Vacheron Constantin,4110U/000G-B906,28900.0,28900.0,36.5,36.5,White Gold,White Gold,other,other,True,True,True
Vacheron Constantin,1110U/000G-B086,24500.0,24500.0,42.0,42.0,White Gold,White Gold,other,other,True,True,True
Vacheron Constantin,81515/000G-9891,36200.0,36200.0,,28.4,White Gold,White Gold,other,other,True,False,True
Vacheron Constantin,4600E/000A-B487,12700.0,12700.0,40.0,40.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Vacheron Constantin,4600E/110A-B487,15400.0,15400.0,40.0,40.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Vacheron Constantin,4520V/210A-B128,25000.0,25000.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Vacheron Constantin,4520V/210A-B483,25000.0,25000.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Vacheron Constantin,4520V/210A-B126,25000.0,25000.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Vacheron Constantin,4600E/000A-B442,12700.0,12700.0,40.0,40.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Vacheron Constantin,1225V/200A-B590,16500.0,16500.0,33.0,33.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Vacheron Constantin,86073/000P-B932,,131000.0,40.0,40.0,950 Platinum,,other,,False,True,False
Vacheron Constantin,86073/000R-B933,117000.0,117000.0,40.0,40.0,18K Pink Gold,"Pink Gold,Red Gold",other,other,True,True,True
Vacheron Constantin,25558/000R-B156,19100.0,19100.0,30.0,30.0,18K Pink Gold,Pink Gold,other,other,True,True,True
Vacheron Constantin,1205F/000R-B622,21400.0,21400.0,30.0,30.0,18K Pink Gold,"Pink Gold,Red Gold",other,other,True,True,True
Vacheron Constantin,81180/000R-9159,22100.0,22100.0,40.0,40.0,18K Pink Gold,Pink Gold,other,other,True,True,True
Vacheron Constantin,81180/000R-B518,22100.0,22100.0,40.0,40.0,18K Pink Gold,Pink Gold,other,other,True,True,True
Vacheron Constantin,1405T/000R-B636,29600.0,29600.0,33.0,33.0,18K Pink Gold,"Pink Gold,Red Gold",other,other,True,True,True
Vacheron Constantin,1405T/000R-H009,29600.0,29600.0,33.0,33.0,18K Pink Gold,Pink Gold,other,other,True,True,True
Vacheron Constantin,37640/000G-B659,63000.0,63000.0,,,White Gold,White Gold,other,other,True,False,True
Vacheron Constantin,37640/000G-B030,63000.0,63000.0,,26.5036,White Gold,White Gold,other,other,True,False,True
Vacheron Constantin,37640/000G-B021,74000.0,74000.0,,26.5036,White Gold,White Gold,other,other,True,False,True
Vacheron Constantin,25558/000G-B157,19100.0,19100.0,30.0,30.0,White Gold,White Gold,other,other,True,True,True
Vacheron Constantin,81590/000G-9848,29600.0,29600.0,33.0,33.0,White Gold,White Gold,other,other,True,True,True
Vacheron Constantin,81180/000G-9117,22100.0,22100.0,40.0,40.0,White Gold,White Gold,other,other,True,True,True
Zenith,49-9308-3620-56-i001,15500.0,15500.0,41.0,41.0,Black Ceramic,Ceramic,other,other,True,True,True
Zenith,03-9301-3620-18-i001,10300.0,10300.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3401-3610-21-m3200,13500.0,13500.0,38.0,38.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-9301-3630-49-i001,62300.0,62300.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,97-t384-4061-21-m384,9800.0,9800.0,37.0,37.0,Microblasted Titanium,Titanium,other,other,True,True,True
Zenith,97-t384-400-57-m384,9800.0,9800.0,37.0,37.0,Microblasted Titanium,Titanium,other,other,True,True,True
Zenith,03-9500-3600-02-i001,13400.0,13400.0,42.0,42.0,Stainless Steel,"Grey,Rose Gold",other,other,True,True,True
Zenith,03-9302-3620-75-i001,9800.0,9800.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-9500-3600-51-i001,13400.0,13400.0,42.0,42.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,49-9301-3620-79-i001,17500.0,17500.0,41.0,41.0,White Ceramic,Ceramic,other,other,True,True,True
Zenith,03-9500-3600-01-i001,13400.0,13400.0,42.0,42.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-9500-3600-21-i001,13400.0,13400.0,42.0,42.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-a3648-670-21-m3648,7700.0,7700.0,37.0,37.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,95-9601-3620-51-i301,11300.0,11300.0,42.5,42.5,Brushed Titanium,Ceramic,other,other,True,True,True
Zenith,95-9600-3620-21-i300,11300.0,11300.0,42.5,42.5,Brushed Titanium,"Ceramic,Titanium",other,other,True,True,True
Zenith,03-9300-3630-51-i001,57100.0,57100.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,49-9300-3630-21-i001,67400.0,67400.0,41.0,41.0,Black Ceramic,Ceramic,other,other,True,True,True
Zenith,03-3100-3600-69-r951,10800.0,10800.0,41.0,41.0,Stainless Steel With Black Ceramic Bezel,Stainless Steel,other,other,True,True,True
Zenith,03-3114-3600-51-r950,10300.0,10300.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3100-3600-21-r951,10800.0,10800.0,41.0,41.0,Stainless Steel With Black Ceramic Bezel,Stainless Steel,other,other,True,True,True
Zenith,03-3103-3600-69-r950,11800.0,11800.0,41.0,41.0,Stainless Steel With Tricolor Ceramic Bezel,Stainless Steel,other,other,True,True,True
Zenith,18-3101-3600-69-r953,24800.0,24800.0,41.0,41.0,18-Ct Rose Gold With Gold Bezel,Rose Gold,other,other,True,True,True
Zenith,18-3101-3600-21-r951,24800.0,24800.0,41.0,41.0,18-Ct Rose Gold With Gold Bezel,Rose Gold,other,other,True,True,True
Zenith,51-3100-3600-69-r950,16500.0,16500.0,41.0,41.0,Stainless Steel & 18-Carat Rose Gold,Stainless Steel,other,other,True,True,True
Zenith,18-3100-3600-69-r951,23000.0,23000.0,41.0,41.0,18-Ct Rose Gold With Black Ceramic Bezel,Rose Gold,other,other,True,True,True
Zenith,95-3100-3600-39-m3100,11800.0,11800.0,41.0,41.0,Titanium,Titanium,other,other,True,True,True
Zenith,95-3100-3600-39-r951,11300.0,11300.0,41.0,41.0,Nan,Titanium,other,other,True,True,True
Zenith,03-3400-3610-39-m3200,13900.0,13900.0,38.0,38.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3119-3600-56-m3100,11300.0,11300.0,41.0,41.0,Stainless Steel,"Stainless Steel,Ceramic",other,other,True,True,True
Zenith,03-3400-3610-40-c912,13400.0,13400.0,38.0,38.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3119-3600-56-r952,10800.0,10800.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3400-3610-38-m3200,13900.0,13900.0,38.0,38.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,22-3100-3600-69-m3100,98600.0,98600.0,41.0,41.0,18-Ct Rose Gold With Gold Bezel,Rose Gold,other,other,True,True,True
Zenith,03-3400-3610-40-m3200,13900.0,13900.0,38.0,38.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3400-3610-39-c910,13400.0,13400.0,38.0,38.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3400-3610-38-c911,13400.0,13400.0,38.0,38.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-4000-3652-51-i003,11800.0,11800.0,42.5,42.5,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,97-9300-3620-79-i001,12000.0,12000.0,41.0,41.0,Microblasted Titanium,Titanium,other,other,True,True,True
Zenith,03-4000-3620-51-i003,7800.0,7800.0,40.0,40.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3109-3600-18-m3100,11800.0,11800.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,49-4000-3652-21-i001,13900.0,13900.0,42.5,42.5,Black Microblasted Ceramic,Ceramic,other,other,True,True,True
Zenith,21-chroma-ii-49-9013-9004-21-r952,15600.0,,44.0,,Black Ceramic,,other,,False,False,False
Zenith,03-9102-9004-90-i001,26900.0,26900.0,45.0,45.0,Polished Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3114-3600-51-m3100,10800.0,10800.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,06-9100-9004-21-i001,31000.0,31000.0,45.0,45.0,Microblasted Steel & Yellow Gold,Stainless Steel,other,other,True,True,True
Zenith,16-9300-3620-51-i001,27900.0,27900.0,41.0,41.0,Stainless Steel With Blue Baguette Sapphires-Set Bezel,Stainless Steel,other,other,True,True,True
Zenith,03-3200-3600-22-m3200,10300.0,10300.0,38.0,38.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3100-3600-69-m3100,11300.0,11300.0,41.0,41.0,Stainless Steel With Black Ceramic Bezel,"Ceramic,Stainless Steel",other,other,True,True,True
Zenith,21-chroma-ii-49-9014-9004-01-r953,15600.0,,44.0,,Matte White Ceramic,,other,,False,False,False
Zenith,03-9300-3620-15-i001,9200.0,9200.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-9400-670-15-i001,8700.0,8700.0,36.0,36.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3103-3600-69-m3100,13200.0,13200.0,41.0,41.0,Stainless Steel With Tricolor Ceramic Bezel,Stainless Steel,other,other,True,True,True
Zenith,03-9400-670-18-i001,8700.0,8700.0,36.0,36.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3200-3600-34-c869,9800.0,9800.0,38.0,38.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-9300-3620-51-i001,9200.0,9200.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,3690-03-a3642-670-3690-m3642,7200.0,,37.0,,Stainless Steel,,other,,False,False,False
Zenith,03-3117-3600-56-m3100,12800.0,12800.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-4000-3652-21-i001,11800.0,11800.0,42.5,42.5,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-9300-3620-80-i001,11300.0,11300.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3200-3600-51-m3200,10300.0,10300.0,38.0,38.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-9300-3620-21-i001,9200.0,9200.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-9400-670-51-i001,8700.0,8700.0,36.0,36.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-9400-670-61-i001,8700.0,8700.0,36.0,36.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,49-9300-3620-78-i001,17500.0,17500.0,41.0,41.0,Black Ceramic,Ceramic,other,other,True,True,True
Zenith,03-3300-3604-51-m3300,10300.0,10300.0,39.5,39.5,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-4000-3620-21-i001,7800.0,7800.0,40.0,40.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3200-3600-22-c908,9800.0,9800.0,38.0,38.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,16-9400-670-51-i001,12300.0,12300.0,36.0,36.0,Stainless Steel With Diamond-Set Bezel,Stainless Steel,other,other,True,True,True
Zenith,3691-03-a3642-670-3691-m3642,7200.0,,37.0,,Stainless Steel,,other,,False,False,False
Zenith,49-9300-3620-21-i001,15500.0,15500.0,41.0,41.0,Black Ceramic,Ceramic,other,other,True,True,True
Zenith,97-a3642-670-21-m3642,7700.0,7700.0,37.0,37.0,Microblasted Titanium,Titanium,other,other,True,True,True
Zenith,03-9300-3620-79-i001,11300.0,11300.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3100-3600-21-m3100,11300.0,11300.0,41.0,41.0,Stainless Steel With Black Ceramic Bezel,"Ceramic,Stainless Steel",other,other,True,True,True
Zenith,49-4000-3620-21-i001,9900.0,9900.0,40.0,40.0,Black Microblasted Ceramic,Ceramic,other,other,True,True,True
Zenith,03-9300-3620-78-i001,11300.0,11300.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-9300-3620-02-i001,9200.0,9200.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3300-3604-69-m3300,10300.0,10300.0,39.5,39.5,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,10-9101-9004-60-i310,31000.0,31000.0,45.0,45.0,Full Carbon,,other,,True,True,False
Zenith,03-9300-3620-01-i001,9200.0,9200.0,41.0,41.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,10-9100-9004-22-i200,25800.0,25800.0,45.0,45.0,Carbon & Microblasted Titanium,"Titanium,Forged Carbon",other,other,True,True,True
Zenith,49-9002-670-1-02-r796,11000.0,11000.0,41.0,41.0,White Ceramic,Ceramic,other,other,True,True,True
Zenith,49-9000-670-1-22-r797,10000.0,10000.0,41.0,41.0,Black Ceramic,Ceramic,other,other,True,True,True
Zenith,95-9201-9004-25-i001,26900.0,26900.0,45.0,45.0,Brushed Titanium & Chalcedony,Titanium,other,other,True,True,True
Zenith,12-9100-9020-78-i200,82000.0,82000.0,45.0,45.0,Black Carbon & 18-Ct Rose Gold,,other,,True,True,False
Zenith,10-9100-9004-2-24-i301,27100.0,27100.0,45.0,45.0,Carbon & Microblasted Titanium,"Titanium,Carbon",other,other,True,True,True
Zenith,95-9100-9020-78-i001,71600.0,71600.0,45.0,45.0,Brushed Titanium,Titanium,other,other,True,True,True
Zenith,16-9400-670-15-i001,12300.0,12300.0,36.0,36.0,Stainless Steel With Diamond-Set Bezel,Stainless Steel,other,other,True,True,True
Zenith,16-9400-670-18-i001,12300.0,12300.0,36.0,36.0,Stainless Steel With Diamond-Set Bezel,Stainless Steel,other,other,True,True,True
Zenith,10-9100-9004-5-27-i307,27100.0,27100.0,45.0,45.0,Carbon & Microblasted Titanium,,other,,True,True,False
Zenith,16-9400-670-61-i001,12300.0,12300.0,36.0,36.0,Stainless Steel With Diamond-Set Bezel,Stainless Steel,other,other,True,True,True
Zenith,18-3300-3604-69-c922,21900.0,21900.0,39.5,39.5,18-Ct Rose Gold,Rose Gold,other,other,True,True,True
Zenith,10-9100-9004-4-26-i305,27100.0,27100.0,45.0,45.0,Carbon & Microblasted Titanium,,other,,True,True,False
Zenith,03-3200-3600-51-c902,9800.0,9800.0,38.0,38.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,18-3101-3600-69-m3100,39300.0,39300.0,41.0,41.0,18-Ct Rose Gold With Gold Bezel,Rose Gold,other,other,True,True,True
Zenith,51-3100-3600-69-m3100,17500.0,17500.0,41.0,41.0,Stainless Steel & 18-Carat Rose Gold,"Rose Gold,Stainless Steel",other,other,True,True,True
Zenith,03-3300-3604-21-c822,9800.0,9800.0,39.5,39.5,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3300-3604-21-m3300,10300.0,10300.0,39.5,39.5,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-3300-3604-69-c823,9800.0,9800.0,39.5,39.5,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,03-9100-9004-49-i210,30200.0,30200.0,45.0,45.0,Polished Stainless Steel & Blue Yas,Stainless Steel,other,other,True,True,True
Zenith,788-ic-925,,,38.0,,Stainless Steel,,other,,False,False,False
Zenith,01-0140-415-ic-926,,,38.0,,Stainless Steel,,other,,False,False,False
Zenith,18-3101-3600-21-m3100,39300.0,39300.0,41.0,41.0,18-Ct Rose Gold With Gold Bezel,Rose Gold,other,other,True,True,True
Zenith,01-0040-418-b-ic-927,,,38.0,,Stainless Steel,,other,,False,False,False
Zenith,10-9100-9004-1-23-i303,27100.0,27100.0,45.0,45.0,Carbon & Microblasted Titanium,"Titanium,Forged Carbon",other,other,True,True,True
Zenith,3642-03-a3642-670-75-m3642,7200.0,,37.0,,Stainless Steel,,other,,False,False,False
Zenith,3818-airweight-cover-girl-95-a3818-400-51-m3818,10400.0,,37.0,,Brushed Titanium,,other,,False,False,False
Zenith,16-9200-670-33-mi001,11800.0,11800.0,36.0,36.0,Stainless Steel With Diamond-Set Bezel,Stainless Steel,other,other,True,True,True
Zenith,16-9200-670-34-mi001,11800.0,11800.0,36.0,36.0,Stainless Steel With Diamond-Set Bezel,Stainless Steel,other,other,True,True,True
Zenith,384-lupin-the-third-final-edition-95-l384-400-50-m384,10000.0,,37.0,,Brushed Titanium,,other,,False,False,False
Zenith,04-9000-8812-00-r920,166000.0,166000.0,46.0,44.0,Sapphire,,other,,True,False,False
Zenith,97-g383-400-38-c881,10000.0,10000.0,38.0,38.0,Microblasted Titanium,Titanium Gold,other,other,True,True,True
Zenith,04-9000-9020-00-r920,186800.0,186800.0,46.0,44.0,Sapphire,,other,,True,False,False
Zenith,97-9000-670-26-m9000,9000.0,9000.0,41.0,41.0,Microblasted Titanium,Titanium,other,other,True,True,True
Zenith,381-ic-907,,,38.0,,18-Ct Yellow Gold,,other,,False,False,False
Zenith,382-ic-909,,,38.0,,18-Ct Yellow Gold,,other,,False,False,False
Zenith,384-ic-908,,,37.0,,Stainless Steel,,other,,False,False,False
Zenith,581-ic-840,,,37.0,,18-Ct Yellow Gold,,other,,False,False,False
Zenith,582-ic-857,,,37.0,,18-Ct Yellow Gold,,other,,False,False,False
Zenith,386-ic-858,,,38.0,,Stainless Steel,,other,,False,False,False
Zenith,386-ic-839,,,38.0,,Stainless Steel,,other,,False,False,False
Zenith,95-9200-9004-77-i001,22000.0,22000.0,45.0,45.0,Brushed Titanium & Falcon'S Eye Gemstone,Titanium,other,other,True,True,True
Zenith,03-3200-3600-69-c902,9800.0,9800.0,38.0,38.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,97-t384-400-57-c856,9200.0,9200.0,37.0,37.0,Microblasted Titanium,Titanium Gold,other,other,True,True,True
Zenith,3817-03-a384-400-3817-m3817,9200.0,,37.0,,Stainless Steel,,other,,False,False,False
Zenith,97-9100-9004-02-i001,18600.0,18600.0,45.0,45.0,Microblasted Titanium,Titanium,other,other,True,True,True
Zenith,95-9100-9004-01-i001,18600.0,18600.0,45.0,45.0,Brushed Titanium,Titanium,other,other,True,True,True
Zenith,03-3200-3600-21-c903,9800.0,9800.0,38.0,38.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,18-3100-3600-69-c920,23000.0,23000.0,41.0,41.0,18-Ct Rose Gold With Black Ceramic Bezel,"Ceramic,Rose Gold",other,other,True,True,True
Zenith,3817-03-a384-400-3817-c855,8700.0,,37.0,,Stainless Steel,,other,,False,False,False
Zenith,87-9100-9004-03-i001,22700.0,22700.0,45.0,45.0,Microblasted Titanium & Rose Gold,"Titanium,Rose Gold",other,other,True,True,True
Zenith,21-ultrablue-97-9001-9004-81-r946,14000.0,,44.0,,Microblasted Titanium,,other,,False,False,False
Zenith,10-9001-670-80-m9000,20100.0,20100.0,41.0,41.0,Black Carbon,"Titanium,Carbon",other,other,True,True,True
Zenith,21-black-white-edition-49-9007-9004-11-r923,14500.0,,44.0,,Black Matte Ceramic With White Ceramic Bezel,,other,,False,False,False
Zenith,03-3100-692-01-c922,7200.0,7200.0,40.5,40.5,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,21-ultraviolet-97-9001-9004-80-r922,14000.0,,44.0,,Microblasted Titanium,,other,,False,False,False
Zenith,97-t384-4061-21-c822,9200.0,9200.0,37.0,37.0,Microblasted Titanium,Titanium,other,other,True,True,True
Zenith,21-patrick-mouratoglou-10-9000-9004-m99-r939,19100.0,,44.0,,Black Carbon,,other,,False,False,False
Zenith,384-03-a384-400-21-m384,9200.0,,37.0,,Stainless Steel,,other,,False,False,False
Zenith,21-carl-cox-10-9001-9004-99-r941,19700.0,,44.0,,Black Carbon,,other,,False,False,False
Zenith,03-3100-670-02-c922,6100.0,6100.0,40.5,40.5,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,21-10-9000-9004-96-r921,19600.0,,44.0,,Black Carbon,,other,,False,False,False
Zenith,18-3100-692-01-c922,15500.0,15500.0,40.5,40.5,18-Ct Rose Gold,Rose Gold,other,other,True,True,True
Zenith,22-3200-692-01-c832,17500.0,17500.0,36.0,36.0,Rose Gold With Diamond-Set Bezel,Rose Gold,other,other,True,True,True
Zenith,16-3200-670-02-c832,8200.0,8200.0,36.0,40.5,Stainless Steel With Diamond-Set Bezel,Stainless Steel,other,other,True,False,True
Zenith,21-18-9000-9004-71-m9000,48300.0,,44.0,,18-Ct Rose Gold,,other,,False,False,False
Zenith,95-9000-8812-78-m9000,103700.0,103700.0,44.0,44.0,Brushed Titanium,Titanium,other,other,True,True,True
Zenith,40-9000-9020-78-r582,155500.0,155500.0,46.0,44.0,Platinum 950,,other,,True,False,False
Zenith,95-9000-8812-78-r584,102600.0,102600.0,44.0,44.0,Brushed Titanium,Titanium,other,other,True,True,True
Zenith,40-9000-4805-75-r582,106600.0,106600.0,45.0,44.0,Platinum 950,,other,,True,False,False
Zenith,18-9000-8812-79-m9000,134800.0,134800.0,44.0,44.0,18-Ct Rose Gold,Rose Gold,other,other,True,True,True
Zenith,18-9000-8812-79-r584,119200.0,119200.0,44.0,44.0,18-Ct Rose Gold,Rose Gold,other,other,True,True,True
Zenith,384-03-a384-400-21-c815,8700.0,,37.0,,Stainless Steel,,other,,False,False,False
Zenith,18-3100-670-01-c920,14400.0,14400.0,40.5,40.5,18-Ct Rose Gold,Rose Gold,other,other,True,True,True
Zenith,22-3200-670-01-c831,16500.0,16500.0,36.0,40.5,Rose Gold With Diamond-Set Bezel,Rose Gold,other,other,True,False,True
Zenith,03-3100-692-03-c923,7200.0,7200.0,40.5,40.5,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,16-3200-692-03-c833,9200.0,9200.0,36.0,36.0,Stainless Steel With Diamond-Set Bezel,Stainless Steel,other,other,True,True,True
Zenith,16-3200-670-01-c831,8200.0,8200.0,36.0,40.5,Stainless Steel With Diamond-Set Bezel,Stainless Steel,other,other,True,False,True
Zenith,16-3200-692-01-c832,9200.0,9200.0,36.0,36.0,Stainless Steel With Diamond-Set Bezel,Stainless Steel,other,other,True,True,True
Zenith,03-3100-670-01-c922,6100.0,6100.0,40.5,40.5,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,385-03-a384-400-385-c855,8700.0,,37.0,,Stainless Steel,,other,,False,False,False
Zenith,385-03-a384-400-385-m385,9200.0,,37.0,,Stainless Steel,,other,,False,False,False
Zenith,384-ic-833,,,37.0,,Stainless Steel,,other,,False,False,False
Zenith,385-ic-834,,,37.0,,Stainless Steel,,other,,False,False,False
Zenith,386-ic-835,,,,,Nan,,other,,False,False,False
Zenith,384-ic-837,,,37.0,,Stainless Steel,,other,,False,False,False
Zenith,385-ic-838,,,37.0,,Stainless Steel,,other,,False,False,False
Zenith,3818-ic-836,,,37.0,,Stainless Steel,,other,,False,False,False
Zenith,381-ic-847,,,38.0,,18-Ct Yellow Gold,,other,,False,False,False
Zenith,03-3200-3600-69-m3200,10300.0,10300.0,38.0,38.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,18-3200-3600-69-c901,21900.0,21900.0,38.0,38.0,18-Ct Rose Gold,Rose Gold,other,other,True,True,True
Zenith,03-3200-3600-21-m3200,10300.0,10300.0,38.0,38.0,Stainless Steel,Stainless Steel,other,other,True,True,True
Zenith,386-ic-848,,,38.0,,Stainless Steel,,other,,False,False,False
Zenith,277-ic-849,,,40.5,,Stainless Steel,,other,,False,False,False
Zenith,850,,,40.0,,Stainless Steel,,other,,False,False,False
Zenith,384-ic-928,40300.0,,37.0,,Stainless Steel,,other,,False,False,False
Zenith,01-0230-415-ic-929,25900.0,,,,Stainless Steel,,other,,False,False,False
Zenith,3821-ic-930,16100.0,,,,Stainless Steel,,other,,False,False,False
Zenith,931,20100.0,,42.5,,Stainless Steel,,other,,False,False,False
Zenith,49-4001-3652-63-i001,15500.0,15500.0,42.0,42.5,Khaki Green Ceramic,Ceramic,other,other,True,False,True
Zenith,49-4001-3620-63-i001,11300.0,11300.0,40.0,40.0,Khaki Green Ceramic,Ceramic,other,other,True,True,True
Piaget,G0A41208,68500.0,68500.0,38.0,38.0,"White Gold, Diamond",White Gold,other,other,True,True,True
Piaget,G0A41209,68500.0,68500.0,38.0,38.0,"White Gold, Diamond",White Gold,other,other,True,True,True
Piaget,G0A41212,48500.0,48500.0,32.0,32.0,"White Gold, Diamond",White Gold,other,other,True,True,True
Piaget,G0A41213,46200.0,46200.0,32.0,32.0,"Rose Gold, Diamond",Rose Gold,other,other,True,True,True
Piaget,G0A42213,35400.0,35400.0,26.0,26.0,"Rose Gold, Diamond",Rose Gold,other,other,True,True,True
Piaget,G0A41002,14500.0,14500.0,42.0,42.0,Steel,Stainless Steel,other,other,True,True,True
Piaget,G0A41003,14500.0,14500.0,42.0,42.0,Steel,Stainless Steel,other,other,True,True,True
Piaget,G0A41006,20400.0,20400.0,42.0,42.0,Steel,Stainless Steel,other,other,True,True,True
Piaget,G0A43001,12900.0,12900.0,42.0,42.0,Steel,Stainless Steel,other,other,True,True,True
Piaget,G0A43002,19300.0,19300.0,42.0,42.0,Steel,Stainless Steel,other,other,True,True,True
Piaget,G0A43010,31900.0,31900.0,42.0,42.0,Rose Gold,Rose Gold,other,other,True,True,True
Piaget,G0A43011,40600.0,40600.0,42.0,42.0,Rose Gold,Rose Gold,other,other,True,True,True
Piaget,G0A43080,5600.0,5600.0,29.0,29.0,"Steel, Diamond","Setting,Diamonds",other,other,True,True,True
Piaget,G0A43090,6150.0,6150.0,34.0,34.0,"Steel, Diamond","Setting,Diamonds",other,other,True,True,True
Piaget,G0A37041,57000.0,57000.0,26.0,26.0,"White Gold, Diamond",White Gold,other,other,True,True,True
Piaget,G0A37043,69500.0,69500.0,26.0,26.0,"White Gold, Diamond, Blue Sapphire",White Gold,other,other,True,True,True
Piaget,G0A37047,87500.0,87500.0,34.0,34.0,"White Gold, Diamond, Blue Sapphire",White Gold,other,other,True,True,True
Piaget,G0A40211,65000.0,65000.0,22.0,2722.0,"White Gold, Diamond",White Gold,other,other,True,False,True
Piaget,G0A40212,62500.0,62500.0,22.0,27.0,"Rose Gold, Diamond",Rose Gold,other,other,True,False,True
Piaget,G0A32018,83500.0,83500.0,42.0,42.0,"White Gold, Diamond",White Gold,other,other,True,True,True
Piaget,G0A32020,82500.0,82500.0,42.0,42.0,"Rose Gold, Diamond","White,Rose Gold",other,other,True,True,True
