Brand,ModelNumber,Price_YourData,Price_TimeZ,CaseDiameter_YourData,CaseDiameter_TimeZ,CaseMaterial_YourData,CaseMaterial_TimeZ,Price_Match,CaseDiameter_Match,CaseMaterial_Match
Audemars Piguet,77450ST.OO.1361ST.02,26100,26100,34,34,Stainless Steel,Stainless Steel,TRUE,TRUE,TRUE
Audemars Piguet,77451BC.ZZ.1361BC.01,,,34,34,18-Carat White Gold,White Gold,FALSE,TRUE,TRUE
Audemars Piguet,77451OR.ZZ.1361OR.03,59600,59600,34,34,18-Carat Pink Gold,Rose Gold,TRUE,TRUE,TRUE
Audemars Piguet,77451OR.ZZ.1361OR.04,59600,59600,34,34,18-Carat Pink Gold,Rose Gold,TRUE,TRUE,TRUE
Audemars Piguet,77451ST.ZZ.1361ST.03,31100,31100,34,34,Stainless Steel,Stainless Steel,TRUE,TRUE,TRUE
Audemars Piguet,77451ST.ZZ.1361ST.04,31100,31100,34,34,Stainless Steel,Stainless Steel,TRUE,TRUE,TRUE
Audemars Piguet,77452BC.ZZ.1365BC.01,,1828000,34,34,18-Carat White Gold,White Gold,FALSE,TRUE,TRUE
Audemars Piguet,77452OR.ZZ.1365OR.01,,1828000,34,34,18-Carat Pink Gold,Rose Gold,FALSE,TRUE,TRUE
Audemars Piguet,67650ST.OO.1261ST.01,17800,17800,33,33,Stainless Steel,Stainless Steel,TRUE,TRUE,TRUE
Audemars Piguet,67651OR.ZZ.1261OR.02,49700,49700,33,33,18-Carat Pink Gold,Pink Gold,TRUE,TRUE,TRUE
Audemars Piguet,67651SR.ZZ.1261SR.01,27000,27000,33,33,Stainless Steel,Stainless Steel,TRUE,TRUE,TRUE
Audemars Piguet,67651ST.ZZ.1261ST.01,23400,23400,33,33,Stainless Steel,Stainless Steel,TRUE,TRUE,TRUE
Audemars Piguet,67630BA.GG.1312BA.01,34400,34400,23,23,18-Carat Yellow Gold,Yellow Gold,TRUE,TRUE,TRUE
Audemars Piguet,67630BC.GG.1312BC.01,34400,34400,23,23,18-Carat White Gold,White Gold,TRUE,TRUE,TRUE
Audemars Piguet,67630OR.GG.1312OR.01,34400,34400,23,23,18-Carat Pink Gold,Rose Gold,TRUE,TRUE,TRUE
Audemars Piguet,26582CB.OO.A010CA.01,,7582000,44,44,White Ceramic,"Titanium,Ceramic",FALSE,TRUE,TRUE
Audemars Piguet,26622CE.OO.D002CA.01,,2625000,43,43,Black Ceramic,Ceramic,FALSE,TRUE,TRUE
Audemars Piguet,26622CE.OO.D002CA.02,,2809000,43,43,Black Ceramic,"Ceramic,Rose Gold",FALSE,TRUE,TRUE
Audemars Piguet,26622CE.OO.D062CA.01,,2360000,43,43,Black Ceramic,Ceramic,FALSE,TRUE,TRUE
Audemars Piguet,26420CE.OO.A043VE.01,58400,58400,43,43,Black Ceramic,Ceramic,TRUE,TRUE,TRUE
Audemars Piguet,26420CE.OO.A127CR.01,60900,60900,43,43,Black Ceramic,"Ceramic,Yellow Gold",TRUE,TRUE,TRUE
Audemars Piguet,26420IO.OO.A009CA.01,42900,42900,43,43,Titanium,"Titanium,Ceramic",TRUE,TRUE,TRUE
Audemars Piguet,26420OI.OO.A015VE.01,59600,59600,43,43,18-Carat Pink Gold,Rose Gold,TRUE,TRUE,TRUE
Audemars Piguet,26420RO.OO.A002CA.01,62100,62100,43,43,18-Carat Pink Gold,"Pink Gold,Ceramic",TRUE,TRUE,TRUE
Audemars Piguet,26420SO.OO.A002CA.01,42900,42900,43,43,Stainless Steel,"Ceramic,Stainless Steel",TRUE,TRUE,TRUE
Audemars Piguet,26420SO.OO.A600CA.01,42900,42900,43,43,Stainless Steel,"Ceramic,Stainless Steel",TRUE,TRUE,TRUE
Audemars Piguet,26420ST.OO.A828CR.01,41600,41600,43,43,Stainless Steel,Stainless Steel,TRUE,TRUE,TRUE
Audemars Piguet,26420TI.OO.A027CA.01,41600,41600,43,43,Titanium,Titanium,TRUE,TRUE,TRUE
Audemars Piguet,26423BC.ZZ.2100BC.01,,2394000,43,43,18-Carat White Gold,"Ceramic,White Gold",FALSE,TRUE,TRUE
Audemars Piguet,26423BC.ZZ.D002CA.01,,1349000,43,43,18-Carat White Gold,"Ceramic,White Gold",FALSE,TRUE,TRUE
Audemars Piguet,26424BC.ZZ.D002CA.01,,108800,43,43,18-Carat White Gold,"Ceramic,White Gold",FALSE,TRUE,TRUE
Audemars Piguet,26425BC.ZZ.D002CA.01,,5617000,43,43,18-Carat White Gold,"Ceramic,White Gold",FALSE,TRUE,TRUE
Audemars Piguet,26425BC.ZZ.8045BC.01,,13627000,43,43,18-Carat White Gold,White Gold,FALSE,TRUE,TRUE
Audemars Piguet,26425BC.ZZ.D002CA.02,,6814000,43,43,18-Carat White Gold,White Gold,FALSE,TRUE,TRUE
Audemars Piguet,15605SK.OO.A350CA.01,27400,27400,43,43,Stainless Steel,Stainless Steel,TRUE,TRUE,TRUE
Audemars Piguet,26238BC.OO.2000BC.01,114900,114900,42,42,18-Carat White Gold,White Gold,TRUE,TRUE,TRUE
Audemars Piguet,26238CE.OO.1300CE.01,86900,86900,42,42,Black Ceramic,Ceramic,TRUE,TRUE,TRUE
Audemars Piguet,26238OK.OO.A002CA.01,57100,57100,42,42,18-Carat Pink Gold,Rose Gold,TRUE,TRUE,TRUE
Audemars Piguet,26238OR.OO.2000OR.01,93100,93100,42,42,18-Carat Pink Gold,"Blue,Rose Gold",TRUE,TRUE,TRUE
Audemars Piguet,26238ST.OO.2000ST.01,46600,46600,42,42,Stainless Steel,Stainless Steel,TRUE,TRUE,TRUE
Audemars Piguet,26238ST.OO.A340CA.01,39100,39100,42,42,Stainless Steel,Stainless Steel,TRUE,TRUE,TRUE
Audemars Piguet,26238TI.OO.2000TI.01,46600,46600,42,42,Titanium,Titanium,TRUE,TRUE,TRUE
Audemars Piguet,26238TI.OO.A056CA.01,39100,39100,42,42,Titanium,Titanium,TRUE,TRUE,TRUE
Audemars Piguet,15720CN.OO.A002CA.02,68300,68300,42,42,18-Carat White Gold,White Gold,TRUE,TRUE,TRUE
Audemars Piguet,15720ST.OO.A009CA.01,30500,30500,42,42,Stainless Steel,"Ceramic,Stainless Steel",TRUE,TRUE,TRUE
Audemars Piguet,15720ST.OO.A027CA.01,30500,30500,42,42,Stainless Steel,"Ceramic,Stainless Steel",TRUE,TRUE,TRUE
Audemars Piguet,15720ST.OO.A052CA.01,30500,30500,42,42,Stainless Steel,"Stainless Steel,Pink Gold,Ceramic",TRUE,TRUE,TRUE
Audemars Piguet,26231OR.ZZ.A085CA.01,59600,59600,37,37,18-Carat Pink Gold,Rose Gold,TRUE,TRUE,TRUE
Audemars Piguet,26231ST.ZZ.A178CA.01,41800,41800,37,37,Stainless Steel,Stainless Steel,TRUE,TRUE,TRUE
Audemars Piguet,26236BA.YY.D346CA.01,114200,114200,37,37,18-Carat Yellow Gold,Yellow Gold,TRUE,TRUE,TRUE
Audemars Piguet,26236OR.YY.D002CA.01,114200,114200,37,37,18-Carat Pink Gold,Rose Gold,TRUE,TRUE,TRUE
Audemars Piguet,77605OK.OO.A101CA.01,47200,47200,37,37,18-Carat Pink Gold,Rose Gold,TRUE,TRUE,TRUE
Audemars Piguet,77600CE.OO.A002CA.01,43500,43500,37,37,Black Ceramic,Ceramic,TRUE,TRUE,TRUE
Audemars Piguet,26589IO.OO.D056CA.01,,1842000,44,44,Titanium,Titanium Gold,FALSE,TRUE,TRUE
Audemars Piguet,26589IO.OO.D500CA.01,,1842000,44,44,Titanium,Titanium,FALSE,TRUE,TRUE
Audemars Piguet,26650FO.OO.D353CA.01,,,43,43,Carbon,,FALSE,TRUE,FALSE
Audemars Piguet,26650TI.OO.D013CA.01,,1566000,43,43,Titanium,Titanium,FALSE,TRUE,TRUE
Audemars Piguet,26631IO.OO.D002CA.01,,1796000,42,42,Titanium,Titanium Gold,FALSE,TRUE,TRUE
Audemars Piguet,26227BC.YY.D326CR.01-A,,,38.5,38.5,18-Carat White Gold,White Gold,FALSE,TRUE,TRUE
Audemars Piguet,26228BC.ZZ.D011CR.01,,4256000,38.5,38.5,18-Carat White Gold,White Gold,FALSE,TRUE,TRUE
Audemars Piguet,26228OR.SS.D314CR.01,,4256000,38.5,38.5,18-Carat Pink Gold,Pink Gold,FALSE,TRUE,TRUE
Audemars Piguet,26630OR.GG.D626CR.01,,1630000,38.5,38.5,18-Carat Pink Gold,"Brown,Copper,Rose Gold,Gold",FALSE,TRUE,TRUE
Audemars Piguet,15240SG.OO.A347CR.01,47200,47200,41,41,18-Carat Sand Gold,Sand Gold,TRUE,TRUE,TRUE
